DATAFLOW,REF_AREA,FREQ,MEASURE,STATISTICAL_OPERATION,UNIT_MEASURE,AGE,METHODOLOGY,DEFINITION,POVERTY_LINE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,CURRENCY,DECIMALS,PRICE_BASE,BASE_PER,CONF_STATUS
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),FRA,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2021,5.8,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),FRA,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2020,5.2,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),NLD,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2022,4.39999997615814,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),NLD,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2023,4.6000000089407,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),KOR,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2023,39.8000001907349,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),AUS,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2020,22.6,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),DEU,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2020,14.09,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),FRA,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2023,6.1999998986721,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),GBR,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2021,14.4676694,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),USA,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2022,23.09,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),USA,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2021,22.82,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),GBR,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2020,13.1,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),GBR,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2023,15.0491312146187,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),GBR,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2022,14.9223658,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),SWE,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2023,7.31266215443611,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),SWE,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2022,9.3994736,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),SWE,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2021,11.0837055,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),SWE,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2020,9.4430961,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),POL,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2023,10.9424687922001,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),POL,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2022,12.7796307206154,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),POL,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2021,11.4896453917027,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),NLD,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2021,8.1,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),NLD,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2020,6,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),SWE,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2024,6.89186602830887,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),POL,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2020,13.1751179695129,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),DEU,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2021,12.6200005412102,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),CAN,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2020,12.1326885,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),CAN,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2022,11.6,A,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),NLD,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2024,6.3000001013279,P,,,1,,,
OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),KOR,A,PR_INC_DISP,_Z,PT_POP,Y_GT65,METH2012,D_CUR,PL_50,2021,39.300000667572,A,,,1,,,
